"device.name","device.entity","device.hardware.model","device.hardware.type","device.operating_system.name"
"device-ea62198ef52f4dcfb28db54f8e213d3e","","Lenovo Pro Max","laptop","Windows 11"
"device-3c56af5e40ef4eac86cd6b473dff7366","","Lenovo Pro Max","laptop","Windows 11"
"device-456c405e10b14cb2946aecd8588d082f","","Lenovo Pro Max","laptop","Windows 11"
"device-f1f9b593213f4386bc8ecda498d105c6","","Lenovo Pro Max","laptop","Windows 11"
"device-49b3bf2f512f494684714f6aed128d8e","","Lenovo Pro Max","laptop","Windows 11"
"device-5b51e37cbb344dd6957bf354323fcf17","","Lenovo Pro Max","laptop","Windows 11"
"device-66a86d237e3a429cbf11b4f8cc430fb9","","Lenovo Pro Max","laptop","Windows 11"
"device-9b1c568679ce48f3ae12c1885f79926a","","Lenovo Pro Max","laptop","Windows 11"
"device-dfe64f02cd024faca8221dd580078439","","Lenovo Pro Max","laptop","Windows 11"
"device-ad7845336c004f6aa2edf69ac7559790","","Lenovo Pro Max","laptop","Windows 11"
"device-78680328b4cf4737b3c821a12e7ddf7b","","Lenovo Pro Max","laptop","Windows 11"
"device-c92e447dc7e449b98da21533c257cae4","","Lenovo Pro Max","laptop","Windows 11"
"device-3a441e60e94743b5a79f4c6b4262a355","","Lenovo Pro Max","laptop","Windows 11"
"device-094b185c682f4f5999d6cea6f4ae3249","","Lenovo Pro Max","laptop","Windows 11"
"device-7af14ba29cd44909a37af28a3244aa3a","","Lenovo Pro Max","laptop","Windows 11"
"device-b279d1df10cc464ea140639eea8168b0","","Lenovo Pro Max","laptop","Windows 11"
"device-e0971b0c072744e68b68a56a006f6c5c","","Lenovo Pro Max","laptop","Windows 11"
"device-c421e63255da49c8978c42b5bb1e5a60","","Lenovo Pro Max","laptop","Windows 11"
"device-42bea9f0457d4458a7b38cf2bf127719","","Lenovo Pro Max","laptop","Windows 11"
"device-7fe41b28185944b59f243a216608605b","","Lenovo Pro Max","laptop","Windows 11"
"device-2e7e9e5401194a1a84a81f03d72efd19","","Lenovo Pro Max","laptop","Windows 11"
"device-5659f88325f84923ba57d810552323dc","","Lenovo Pro Max","laptop","Windows 11"
"device-b3969580a4d747e58d8fb7f91e2037ca","","Lenovo Pro Max","laptop","Windows 11"
"device-a60c6790d43b466fb78710695351e1dd","","Lenovo Pro Max","laptop","Windows 11"
"device-9c471c0e63e04b7ba9d187d220a792f7","","Lenovo Pro Max","laptop","Windows 11"
"device-767ca22e7e684a1ea820c5555b3ffcf5","","Lenovo Pro Max","laptop","Windows 11"
"device-a08fc742afbe498482551fd6b8b774c6","","Lenovo Pro Max","laptop","Windows 11"
"device-9a5457a3771c408f8f3a37e710dd9364","","Lenovo Pro Max","laptop","Windows 11"
"device-1e7779bf76ea407b9c2b0e204c2f3fa4","","Lenovo Pro Max","laptop","Windows 11"
"device-63392cf067d04c3e9a4d89b35e4e8cba","","Lenovo Pro Max","laptop","Windows 11"
"device-f5b269a2c92549d5b54e3d4f393f34c4","","Lenovo Pro Max","laptop","Windows 11"
"device-072eaa633b9e4f0980978983bd8ebf74","","Lenovo Pro Max","laptop","Windows 11"
"device-79708eff9ece41f387f444b983aef93f","","Lenovo Pro Max","laptop","Windows 11"
"device-776196f115684e29a4512b5aad0567f9","","Lenovo Pro Max","laptop","Windows 11"
"device-7b64a7c0ad90488aaf7a4b05e95a6dd5","","Lenovo Pro Max","laptop","Windows 11"
"device-a7b8d3f0c60d4440a06b4db02d7a0440","","Lenovo Pro Max","laptop","Windows 11"
"device-69a66d0876ff45259b3398da26d20c05","","Lenovo Pro Max","laptop","Windows 11"
"device-001631d9f56d4e19994a96f89d8b7d2c","","Lenovo Pro Max","laptop","Windows 11"
"device-13ca0fa3fbac44d3a5e26798ab2bd557","","Lenovo Pro Max","laptop","Windows 11"
"device-27a1080e2512424490931619ba14ae83","","Lenovo Pro Max","laptop","Windows 11"
"device-aa2e2e5842014d51adf38b9f290fbcd7","","Lenovo Pro Max","laptop","Windows 11"
"device-b9f32049c51e4fd49246d3bfa27c75b9","","Lenovo Pro Max","laptop","Windows 11"
"device-099b158facf546ae8ea253aa1232fb7b","","Lenovo Pro Max","laptop","Windows 11"
"device-086c0b21e57245e8b2be00637bd664f4","","Lenovo Pro Max","laptop","Windows 11"
"device-bb9b68f445d743ec87c37d24b2ea2bc8","","Lenovo Pro Max","laptop","Windows 11"
"device-297542b395324c77b2f61362c7f60a6e","","Lenovo Pro Max","laptop","Windows 11"
"device-097be8aa25cf4f0ab7c081f55356e188","","Lenovo Pro Max","laptop","Windows 11"
"device-cd7d3d4d89204dfa99b7fcd7ed2ad156","","Lenovo Pro Max","laptop","Windows 11"
"device-feb91b9487ff4b16b5b20be329f602b9","","Lenovo Pro Max","laptop","Windows 11"
"device-aae327796d004c638d8c3f8645d8bfc7","","Lenovo Pro Max","laptop","Windows 11"
"device-d5f8132d6fcd4145ab96e246fc41228e","","Lenovo Pro Max","laptop","Windows 11"
"device-4408a44daa5c4d3d9e33114b623457d8","","Lenovo Pro Max","laptop","Windows 11"
"device-1093e28d09914b2187f797171a7980a4","","Lenovo Pro Max","laptop","Windows 11"
"device-ea4ea133a9df40d5970beab08fb1cda2","","Lenovo Pro Max","laptop","Windows 11"
"device-85f0c034ee6349a49933be1d97b38af3","","Lenovo Pro Max","laptop","Windows 11"
"device-3205256d0c9442d4b343337a23d93829","","Lenovo Pro Max","laptop","Windows 11"
"device-7cd0ae8808ea4fe2aa03ecb14ac2cb69","","Lenovo Pro Max","laptop","Windows 11"
"device-1ccfb6470319448cbdafb098a3728f6d","","Lenovo Pro Max","laptop","Windows 11"
"device-a9c82ea665a54b6485ec3c60e2c58170","","Lenovo Pro Max","laptop","Windows 11"
"device-4dd65a607c184f199717bfcf8e265a5d","","Lenovo Pro Max","laptop","Windows 11"
"device-77b74758fe2f49af91c41fd0439675fb","","Lenovo Pro Max","laptop","Windows 11"
"device-a3103bd7dc0c4861a3fdd7dd93c15db3","","Lenovo Pro Max","laptop","Windows 11"
"device-d368596272fe43528d43888b44b91f16","","Lenovo Pro Max","laptop","Windows 11"
"device-1003f68c3e394442a6a406db63aea04a","","Lenovo Pro Max","laptop","Windows 11"
"device-f21aba1b6805444797abf8b0b640f144","","Lenovo Pro Max","laptop","Windows 11"
"device-ee3940fdf2544f7585d4c32ecfe178da","","Lenovo Pro Max","laptop","Windows 11"
"device-64fbbe081e334d3684ff7b9943b0449e","","Lenovo Pro Max","laptop","Windows 11"
"device-ef28a11849ea419b8ae44042b8111595","","Lenovo Pro Max","laptop","Windows 11"
"device-6bdc01cd5a234e1e9d9a474ae13d541f","","Lenovo Pro Max","laptop","Windows 11"
"device-50816d6693594a268902789b443df975","","Lenovo Pro Max","laptop","Windows 11"
"device-e0fe04b8c73a4315afcc7af5fff12733","","Lenovo Pro Max","laptop","Windows 11"
"device-79da61a9ea2e4578aa8aafca9537a374","","Lenovo Pro Max","laptop","Windows 11"
"device-dde78de435ec4b759513155e21cc3fd3","","Lenovo Pro Max","laptop","Windows 11"
"device-2bc4a9a919784004bc756742e0c44e38","","Lenovo Pro Max","laptop","Windows 11"
"device-61db597f8e9d4d26aa32a4ac814ae9f7","","Lenovo Pro Max","laptop","Windows 11"
"device-28608a43333c4f7a937be0c820f24aab","","Lenovo Pro Max","laptop","Windows 11"
"device-aac7e9ae07d7420da87ae2abce8fd68a","","Lenovo Pro Max","laptop","Windows 11"
"device-ab49aa29d3354678a8950e6f02e0eff2","","Lenovo Pro Max","laptop","Windows 11"
"device-6cb8de695d704a84b232ec0d6d5f1fb1","","Lenovo Pro Max","laptop","Windows 11"
"device-b3b308f46db44592bfb8395a2cd0abd8","","Lenovo Pro Max","laptop","Windows 11"
"device-2ada893e160748ed8d9e44d6d6736397","","Lenovo Pro Max","laptop","Windows 11"
"device-e189b216d1b546f09a71ac908448e2d6","","Lenovo Pro Max","laptop","Windows 11"
"device-55267f1df1f54aa2949255f60a49f650","","Lenovo Pro Max","laptop","Windows 11"
"device-e5b3a94376b54e6fb18b2416ffbc8ee2","","Lenovo Pro Max","laptop","Windows 11"
"device-bdabd5bb888844dba1aa2a5ebd386c65","","Lenovo Pro Max","laptop","Windows 11"
"device-18922c5d678a44fa9bf654391e0ed847","","Lenovo Pro Max","laptop","Windows 11"
"device-843b1782930b4f1e80e57e5794ecf75b","","Lenovo Pro Max","laptop","Windows 11"
"device-0715dae17e004329a82551b2159348fa","","Lenovo Pro Max","laptop","Windows 11"
"device-8ef557bc11bc42cda5ab8442efa50ffc","","Lenovo Pro Max","laptop","Windows 11"
"device-29a4df2578974fe1bf6e2fa9efc98c62","","Lenovo Pro Max","laptop","Windows 11"
"device-1142f6f0f05e4064a506062070542d84","","Lenovo Pro Max","laptop","Windows 11"
"device-edc42574a9f44d4d9d8786ec3d3a721e","","Lenovo Pro Max","laptop","Windows 11"
"device-02c97920de1c461da470bd036ddbf86a","","Lenovo Pro Max","laptop","Windows 11"
"device-9eaf8bdd2727444184a459006c78673c","","Lenovo Pro Max","laptop","Windows 11"
"device-70a194bc99b54715ba202e2b19b3bafe","","Lenovo Pro Max","laptop","Windows 11"
"device-e610c88ddf5449959ec0d1bbd8c4f5a3","","Lenovo Pro Max","laptop","Windows 11"
"device-5b85b9cf3084492a86e37ca54ac6739a","","Lenovo Pro Max","laptop","Windows 11"
"device-8403233029814d5eaf85d06fcf8b6acf","","Lenovo Pro Max","laptop","Windows 11"
"device-839f22e028404b5c83ae4aabcbc68b65","","Lenovo Pro Max","laptop","Windows 11"
"device-ccc6d093d25c4970a973018d07019ca0","","Lenovo Pro Max","laptop","Windows 11"
"device-d34e2b0512874c48a1626cb1f580b703","","Lenovo Pro Max","laptop","Windows 11"
"device-9594ed2dbf614438a2f5e9831189db50","","Lenovo Pro Max","laptop","Windows 11"
"device-c0b292d7b0024b8daac37f2ea45bcafd","","Lenovo Pro Max","laptop","Windows 11"
"device-c10f2fc4db63447681460addaa7937af","","Lenovo Pro Max","laptop","Windows 11"
"device-0123ef0199b34498ab5e5c3a6108d7be","","Lenovo Pro Max","laptop","Windows 11"
"device-63dd84a26e1648feae2b5c2a06d0668b","","Lenovo Pro Max","laptop","Windows 11"
"device-6c0d0815831b44d8bf76c0fd73211182","","Lenovo Pro Max","laptop","Windows 11"
"device-76c2bf85173b4afa89d9d9188f8531bf","","Lenovo Pro Max","laptop","Windows 11"
"device-f0328290b46341ac914b44ef24acdb1b","","Lenovo Pro Max","laptop","Windows 11"
"device-8c62b78fbd4946378986f725ff377990","","Lenovo Pro Max","laptop","Windows 11"
"device-5aa5ebc6fa1c4538ab1a675a23ce6f91","","Lenovo Pro Max","laptop","Windows 11"
"device-1f467b4fb90a41e2afd742690292b91c","","Lenovo Pro Max","laptop","Windows 11"
"device-89ee1a2c5bdd47b4987ffe697c6ebc96","","Lenovo Pro Max","laptop","Windows 11"
"device-018cc2e54c6c49ee8b63c7f190aa5db9","","Lenovo Pro Max","laptop","Windows 11"
"device-f8096c4e064144e286fd05cb58bf4e4c","","Lenovo Pro Max","laptop","Windows 11"
"device-e7088b0c3d6444949b058f433560e463","","Lenovo Pro Max","laptop","Windows 11"
"device-ffe7e97c9f5b492cb666239c03ef4477","","Lenovo Pro Max","laptop","Windows 11"
"device-eb1a7ec1124a40a48b919dcd61d08050","","Lenovo Pro Max","laptop","Windows 11"
"device-0aa6d30231074055899f22b7c8810bac","","Lenovo Pro Max","laptop","Windows 11"
"device-b59500627fa54007ab4137be96cd1081","","Lenovo Pro Max","laptop","Windows 11"
"device-f3c288c082a64c26897a5b65504fa0a2","","Lenovo Pro Max","laptop","Windows 11"
"device-e0ee4e02f296417d927ffbd335189b3d","","Lenovo Pro Max","laptop","Windows 11"
"device-913598b38b2844aa8a34b4f510cbeae5","","Lenovo Pro Max","laptop","Windows 11"
"device-ca0140b7d0324dc8940b6b1c38d6bef1","","Lenovo Pro Max","laptop","Windows 11"
"device-81c25db353804f15a5590bc24852c309","","Lenovo Pro Max","laptop","Windows 11"
"device-dd93dcdd046741158682cb181ad9234b","","Lenovo Pro Max","laptop","Windows 11"
"device-b17dd985702d4d9297ecf6d03ea5ac13","","Lenovo Pro Max","laptop","Windows 11"
"device-a70c95ee05594d6bae7b7bd1871ef655","","Lenovo Pro Max","laptop","Windows 11"
"device-b0bae3606cc94ed1b921dabba6c02083","","Lenovo Pro Max","laptop","Windows 11"
"device-943185cbeefa4701a615aef7487ebfd7","","Lenovo Pro Max","laptop","Windows 11"
"device-3b61bd3f4e0d4ca68245a5f09b82190d","","Lenovo Pro Max","laptop","Windows 11"
"device-3e433a9a3210444a90b7c2bd7bb2b376","","Lenovo Pro Max","laptop","Windows 11"
"device-eba73c1983a64408af3c78564796f117","","Lenovo Pro Max","laptop","Windows 11"
"device-f52a8223c289466da5bbcc1755441808","","Lenovo Pro Max","laptop","Windows 11"
"device-2ec7d8026ea846c19dc8f1fbc292bc75","","Lenovo Pro Max","laptop","Windows 11"
"device-9a932ab395064096a68d5fce70c6d227","","Lenovo Pro Max","laptop","Windows 11"
"device-46b74cae0a3b4904af5ab880ce54bb51","","Lenovo Pro Max","laptop","Windows 11"
"device-02c3f643586c4c0c8e8ce66f147a4400","","Lenovo Pro Max","laptop","Windows 11"
"device-ce643f2850424ccebb492466b31ae894","","Lenovo Pro Max","laptop","Windows 11"
"device-c6095952aedc438e8df97431e4f34012","","Lenovo Pro Max","laptop","Windows 11"
"device-13c4728ccc494ac2aeaacbefaff9a106","","Lenovo Pro Max","laptop","Windows 11"
"device-72113ba539cc4fee85ef3c58310b9d8e","","Lenovo Pro Max","laptop","Windows 11"
"device-4871d61952f54900a32d4d5f07d8ffcd","","Lenovo Pro Max","laptop","Windows 11"
"device-6720fa06bb7249309eaeb29e8605e7b7","","Lenovo Pro Max","laptop","Windows 11"
"device-17a3100be90a4756ae3b1dd6b1fcc338","","Lenovo Pro Max","laptop","Windows 11"
"device-6e1fff2060454ff09f5b45081310e209","","Lenovo Pro Max","laptop","Windows 11"
"device-99c6b818f1184e45a9376452f3e2ff5a","","Lenovo Pro Max","laptop","Windows 11"
"device-23b84276372f4d64b615db6660aee5b8","","Lenovo Pro Max","laptop","Windows 11"
"device-31f3c10d33a446d09ebc9e7f863960bd","","Lenovo Pro Max","laptop","Windows 11"
"device-3815670fdc384544b3a7056e2cd39583","","Lenovo Pro Max","laptop","Windows 11"
"device-df8a4ec6f16e462a9ff025ed54410253","","Lenovo Pro Max","laptop","Windows 11"
"device-19d3624d9e044a04a4f67b1535dc5f0d","","Lenovo Pro Max","laptop","Windows 11"
"device-d9c7ba67aa144a4ab8eddcb62dfd17f6","","Lenovo Pro Max","laptop","Windows 11"
"device-5f09adc833bb4947b821674f62634ea4","","Lenovo Pro Max","laptop","Windows 11"
"device-7ec2209136e14517921629e83115ebd9","","Lenovo Pro Max","laptop","Windows 11"
"device-22efce66388b44eaae7ffdc3d5bc4b60","","Lenovo Pro Max","laptop","Windows 11"
"device-a11f15d9f03b41bb9fc1502deafde883","","Lenovo Pro Max","laptop","Windows 11"
"device-343a1087fae644ee81885ee87e5339f2","","Lenovo Pro Max","laptop","Windows 11"
"device-2e5061a3a6da4106936e417ad3bcbada","","Lenovo Pro Max","laptop","Windows 11"
"device-2ac9634949a5480988748213d2fbfb41","","Lenovo Pro Max","laptop","Windows 11"
"device-9faee09a20f54fedb37799ed6074914a","","Lenovo Pro Max","laptop","Windows 11"
"device-03bf06c42d4e4ffda6ba1271da4c9c41","","Lenovo Pro Max","laptop","Windows 11"
"device-47cbbf433976495c9193504a210e5e3d","","Lenovo Pro Max","laptop","Windows 11"
"device-992c09244b504dc1a1fb801c404e43a0","","Lenovo Pro Max","laptop","Windows 11"
"device-3b39599eeb314e5db521e6685f39cfed","","Lenovo Pro Max","laptop","Windows 11"
"device-c724e5f32cda4fa8a2a5becbdc953194","","Lenovo Pro Max","laptop","Windows 11"
"device-10d036286ee645869a68164904ed18a4","","Lenovo Pro Max","laptop","Windows 11"
"device-b26dea2d53ca4a4881a5d53769014e1e","","Lenovo Pro Max","laptop","Windows 11"
"device-0c0117a7583648a48add547ea065d7ec","","Lenovo Pro Max","laptop","Windows 11"
"device-fd8201c2a9324bb2bed6e54233543192","","Lenovo Pro Max","laptop","Windows 11"
"device-dfead08fb07f41d9bc74622dcdca7bb4","","Lenovo Pro Max","laptop","Windows 11"
"device-b823be8fa35945bdaeff5c09549dfe77","","Lenovo Pro Max","laptop","Windows 11"
"device-390a34c713cc4a95a71d67a5b8b22a62","","Lenovo Pro Max","laptop","Windows 11"
"device-d6f4b536a08d405f9a7cda2004cb561a","","Lenovo Pro Max","laptop","Windows 11"
"device-fac56d155fe44a85a6c28fa15057a681","","Lenovo Pro Max","laptop","Windows 11"
"device-8233f368941e46dd96682a0008cfbaf7","","Lenovo Pro Max","laptop","Windows 11"
"device-5d24a9c3e65a4118b24f767f5281323b","","Lenovo Pro Max","laptop","Windows 11"
"device-944ea29d90d9415da189eb015af94070","","Lenovo Pro Max","laptop","Windows 11"
"device-85a2985945ba445ab8fb9a7f1d329c59","","Lenovo Pro Max","laptop","Windows 11"
"device-0b6ce3995ae94a0187524929b7d28043","","Lenovo Pro Max","laptop","Windows 11"
"device-d89a76ca36f6460a8da05d425e3aed54","","Lenovo Pro Max","laptop","Windows 11"
"device-089e12cd5e774d04a7aafb608ef144ae","","Lenovo Pro Max","laptop","Windows 11"
"device-364c415f8c034a47b5da041a81f879c4","","Lenovo Pro Max","laptop","Windows 11"
"device-9471198797c14f5f9d79ea5967f6cd93","","Lenovo Pro Max","laptop","Windows 11"
"device-a7254c24756d4576a17fde43d5bb5efa","","Lenovo Pro Max","laptop","Windows 11"
"device-a29e206bfd0f452fa7057eccb89a833e","","Lenovo Pro Max","laptop","Windows 11"
"device-1a9c27d3653c4b0fa0328d1b96694cd4","","Lenovo Pro Max","laptop","Windows 11"
"device-a667f2dc59114cef8d580ed0e70477ad","","Lenovo Pro Max","laptop","Windows 11"
"device-8671dd5581a8477683dc3ef971021962","","Lenovo Pro Max","laptop","Windows 11"
"device-413cb41f78c7497d9d6dda7810470d06","","Lenovo Pro Max","laptop","Windows 11"
"device-19346e3d23fb419b91130cd1d308d492","","Lenovo Pro Max","laptop","Windows 11"
"device-38e500d88c794fc49ee712510c749574","","Lenovo Pro Max","laptop","Windows 11"
"device-5965592cf5f04c7f99d2011e4d1ae5fb","","Lenovo Pro Max","laptop","Windows 11"
"device-5ce9352fa5a94379824a1958487a3066","","Lenovo Pro Max","laptop","Windows 11"
"device-82f89221392b4a7a90a00d4f9c8c07f1","","Lenovo Pro Max","laptop","Windows 11"
"device-ceccbdf304294b2c954c7d8f3b433b08","","Lenovo Pro Max","laptop","Windows 11"
"device-2a19ea515b5642b7861a2add164e5c96","","Lenovo Pro Max","laptop","Windows 11"
"device-6557bb9114d14e5ca21470a0a13f4d21","","Lenovo Pro Max","laptop","Windows 11"
"device-8ace453f63494cbfa90a3330b08e1268","","Lenovo Pro Max","laptop","Windows 11"
"device-4afc5c795499472e885711ee4addf0c2","","Lenovo Pro Max","laptop","Windows 11"
"device-5abde698d2c548e88993597487be95c1","","Lenovo Pro Max","laptop","Windows 11"
"device-fb4a14f1597f441b919b3f1c4c38d0f0","","Lenovo Pro Max","laptop","Windows 11"
"device-ad42d0a431474026855529e7d3dd10a9","","Lenovo Pro Max","laptop","Windows 11"
"device-bad7f9874560422890def926304279fa","","Lenovo Pro Max","laptop","Windows 11"
"device-35f46672bdea49a59461f29242130124","","Lenovo Pro Max","laptop","Windows 11"
"device-736d22c03bab4c1c94aa02781fde9d07","","Lenovo Pro Max","laptop","Windows 11"
"device-83a1106057974200ad88cf0a6da09ffd","","Lenovo Pro Max","laptop","Windows 11"
"device-46d50feda63b492e87f5957a34c85f54","","Lenovo Pro Max","laptop","Windows 11"
"device-4e306c7879174ae89f071b6835fe5ac1","","Lenovo Pro Max","laptop","Windows 11"
"device-3186ceb892cf4216b5fefe101766d90f","","Lenovo Pro Max","laptop","Windows 11"
"device-c976287f3bc84f909582377ac50f789e","","Lenovo Pro Max","laptop","Windows 11"
"device-ca1b832913544e5ca53b2ac7161a336c","","Lenovo Pro Max","laptop","Windows 11"
"device-49fa07d6792841848d64f8cba34a2acc","","Lenovo Pro Max","laptop","Windows 11"
"device-55597d8f3d664147be0ace379eb1516e","","Lenovo Pro Max","laptop","Windows 11"
"device-8385c2fef2e3425fa3f40f02e41aa3f9","","Lenovo Pro Max","laptop","Windows 11"
"device-0ccf6ccda86d43bb998419a189efab24","","Lenovo Pro Max","laptop","Windows 11"
"device-7461c1d0f0644584973fa3c60575e2ba","","Lenovo Pro Max","laptop","Windows 11"
"device-915a19bb501a4d5c86637c741cc8fea4","","Lenovo Pro Max","laptop","Windows 11"
"device-ad86189c356a47e6bcbd18b6f58d1a0f","","Lenovo Pro Max","laptop","Windows 11"
"device-b7dd78697a4d4da6b7c60905946ee2d0","","Lenovo Pro Max","laptop","Windows 11"
"device-1c33bd0f20464611a51f55fa1faf879a","","Lenovo Pro Max","laptop","Windows 11"
"device-76d5e802d3304c92979a20eaa4708738","","Lenovo Pro Max","laptop","Windows 11"
"device-ed48c402ae114f9d964fb1c40e101ca9","","Lenovo Pro Max","laptop","Windows 11"
"device-958f3044406641b9810ae907b242e5d5","","Lenovo Pro Max","laptop","Windows 11"
"device-bf1a002c13f94c0e8e7729f5b5d47e22","","Lenovo Pro Max","laptop","Windows 11"
"device-b457ad55d4a448ffa49cf9c85707bebe","","Lenovo Pro Max","laptop","Windows 11"
"device-6996fa629dc145a0bd2d661aae930998","","Lenovo Pro Max","laptop","Windows 11"
"device-2eb30fac10c14342a8b9124c9f6ed357","","Lenovo Pro Max","laptop","Windows 11"
"device-6b1a24897af24a43aa51d033ef945e4a","","Lenovo Pro Max","laptop","Windows 11"
"device-930c75a19d7146c7a94351c4ed40da68","","Lenovo Pro Max","laptop","Windows 11"
"device-e634dd743db44db698127c786a63ce05","","Lenovo Pro Max","laptop","Windows 11"
"device-ad7f2fb21e834cb5ac242b0f60c89b01","","Lenovo Pro Max","laptop","Windows 11"
"device-2d92a5f05a8641e6b30444086678d3d7","","Lenovo Pro Max","laptop","Windows 11"
"device-34a323b643d5424f8925d7c1597febc9","","Lenovo Pro Max","laptop","Windows 11"
"device-28c076b9a89949bbba8e8649f526f7e8","","Lenovo Pro Max","laptop","Windows 11"
"device-89c19c5e7de3419b9e2180b0e7082a81","","Lenovo Pro Max","laptop","Windows 11"
"device-463cd3a3b6454a6c8d1075f6a603edd5","","Lenovo Pro Max","laptop","Windows 11"
"device-e364b278a593436d816cfff4820b223d","","Lenovo Pro Max","laptop","Windows 11"
"device-db7f2d57d1a04bd892dcb242c06c46c4","","Lenovo Pro Max","laptop","Windows 11"
"device-62041c932e8d4b89886fed76f8635f8d","","Lenovo Pro Max","laptop","Windows 11"
"device-272f83dc4bc24983828c5694fad10763","","Lenovo Pro Max","laptop","Windows 11"
"device-d52a1f8149e449ca8731fd3c23069294","","Lenovo Pro Max","laptop","Windows 11"
"device-f811646d9f71446d84240324b8fbac57","","Lenovo Pro Max","laptop","Windows 11"
"device-bf4258c7279c496a83da3c16d4ff7ba7","","Lenovo Pro Max","laptop","Windows 11"
"device-ccf7c6728066461aaf6bd8daa5b4a343","","Lenovo Pro Max","laptop","Windows 11"
"device-c510c225727445be96c20d03df09ea89","","Lenovo Pro Max","laptop","Windows 11"
"device-d165b7f4eeda45238db0adcba0fbc584","","Lenovo Pro Max","laptop","Windows 11"
"device-35bd2857020a4a57ac628528ebdc336e","","Lenovo Pro Max","laptop","Windows 11"
"device-e8764bcef51943bf976b45c7a9d99577","","Lenovo Pro Max","laptop","Windows 11"
"device-b8a2af90560c4dd7808766b7205c0821","","Lenovo Pro Max","laptop","Windows 11"
"device-5d679966fee441c8a857d5fd45770268","","Lenovo Pro Max","laptop","Windows 11"
"device-33d43dd69d6c4e79b50766ad222bdf24","","Lenovo Pro Max","laptop","Windows 11"
"device-7c69fb4b1b7b45b3b78c12e49fb3c7cc","","Lenovo Pro Max","laptop","Windows 11"
"device-3ec4617371cd4b8a950f97c68bc92cf9","","Lenovo Pro Max","laptop","Windows 11"
"device-ae05be8add7940ba91ca5a32dac9f7ab","","Lenovo Pro Max","laptop","Windows 11"
"device-c6100e37bd1f4155bd1969c7514dd1e8","","Lenovo Pro Max","laptop","Windows 11"
"device-453b4554b4cc453c894b9acdc2384a9c","","Lenovo Pro Max","laptop","Windows 11"
"device-df36b3c4535f460b9d202b317f8e5f14","","Lenovo Pro Max","laptop","Windows 11"
"device-42adb5876ce94ca2ad0765cb587b2973","","Lenovo Pro Max","laptop","Windows 11"
"device-5733ddede4af41dc9b88b5f688229150","","Lenovo Pro Max","laptop","Windows 11"
"device-6a6eef2f4c2548ec974eccd8b0bfd7d4","","Lenovo Pro Max","laptop","Windows 11"
"device-5b8f3bda77e447579dd7da50e3644d4c","","Lenovo Pro Max","laptop","Windows 11"
"device-36eab1af52334899b5c2c7cb464976e1","","Lenovo Pro Max","laptop","Windows 11"
"device-4d645174e73f43d38265b383f4d4a91a","","Lenovo Pro Max","laptop","Windows 11"
"device-735e7e91eb90480cb9daf48c91eaa5a7","","Lenovo Pro Max","laptop","Windows 11"
"device-1814945cc2db42c5adc75589214ae242","","Lenovo Pro Max","laptop","Windows 11"
"device-322cdd6699d041b6908f0640f7bdb987","","Lenovo Pro Max","laptop","Windows 11"
"device-28efb5728ebe4682b665ddda0161089f","","Lenovo Pro Max","laptop","Windows 11"
"device-affaf8a7d5f646be9f920c3259f3cc15","","Lenovo Pro Max","laptop","Windows 11"
"device-206051f622a0408b9b704c1448f73b47","","Lenovo Pro Max","laptop","Windows 11"
"device-e3ef1b63e65043d39f37a2f8f0e8fd5b","","Lenovo Pro Max","laptop","Windows 11"
"device-9334a3175e334ed48f9d2fb314040199","","Lenovo Pro Max","laptop","Windows 11"
"device-1005e96c640742fe95085762471af210","","Lenovo Pro Max","laptop","Windows 11"
"device-4cf75d71d06e4cd5ab09e7d8faf573fe","","Lenovo Pro Max","laptop","Windows 11"
"device-aebf7a7644f34edf8cf63178f49a130a","","Lenovo Pro Max","laptop","Windows 11"
"device-5394ce554e4142b8bc773341cf2200fb","","Lenovo Pro Max","laptop","Windows 11"
"device-e223335c92be466e99de75075756c14f","","Lenovo Pro Max","laptop","Windows 11"
"device-78b9a98b33b4411d81cb820524c42cf5","","Lenovo Pro Max","laptop","Windows 11"
"device-da1100c37bab4742ad0fa1cd9f88c02f","","Lenovo Pro Max","laptop","Windows 11"
"device-8d701d3f01514acfb67ffb628f1026d4","","Lenovo Pro Max","laptop","Windows 11"
"device-bcf647d7243344ff87480e955a8e3a28","","Lenovo Pro Max","laptop","Windows 11"
"device-4784166538e545ca9c719c51da6a6c65","","Lenovo Pro Max","laptop","Windows 11"
"device-e40f9517532e4a20b25d132d5811ec06","","Lenovo Pro Max","laptop","Windows 11"
"device-8c148b66f4a34815a9da501246d030cf","","Lenovo Pro Max","laptop","Windows 11"
"device-86688833700945188243a7083809f22e","","Lenovo Pro Max","laptop","Windows 11"
"device-c3abab129ecf4543a4e8ae0a2363fda9","","Lenovo Pro Max","laptop","Windows 11"
"device-2522eb17222f49efb53b60a2b2fabd13","","Lenovo Pro Max","laptop","Windows 11"
"device-4abcec0f77eb4a9ebee6adbf80b2eb0b","","Lenovo Pro Max","laptop","Windows 11"
"device-2b9a72300e28459cbcd22ad832623fa3","","Lenovo Pro Max","laptop","Windows 11"
"device-fe56489f873747dcb26e368080059d43","","Lenovo Pro Max","laptop","Windows 11"
"device-3ca424303de04635b5cca3e12d9390f9","","Lenovo Pro Max","laptop","Windows 11"
"device-6e4c45c5d280421cbbdc7c544d4d5d82","","Lenovo Pro Max","laptop","Windows 11"
